epoch,train_loss,train_acc,val_loss,val_acc,lr
0,5.413940605926514,1.008,5.397356620788575,0.9,5.9999999999999995e-05
1,4.43231752243042,4.468,3.9492959770202636,11.81,0.00011999999999999999
2,4.191856650238037,7.652,3.736974754333496,16.14,0.00017999999999999998
3,4.007846406021118,10.958,3.504048834991455,20.48,0.00023999999999999998
4,3.8654704280090333,13.482,3.3273778789520265,24.05,0.0003
5,3.749451033554077,16.072,3.2264381629943846,26.98,0.0002999811826208493
6,3.6295184157562255,18.504,3.0692255237579347,30.81,0.0002999247353674492
7,3.53300494682312,20.772,2.995045624160767,32.01,0.00029983067289068735
8,3.4507049696350096,22.468,2.9783910709381103,33.47,0.00029969901960448514
9,3.38517869934082,24.072,2.8984425342559814,35.19,0.00029952980967946045
10,3.319520766220093,25.734,2.8521347801208496,36.09,0.00029932308703405904
11,3.271083179168701,26.504,2.7891468086242677,38.32,0.0002990789053231554
12,3.2186900801849365,28.062,2.7116150844573976,40.62,0.0002987973279241265
13,3.1611538169860838,29.348,2.672042295074463,40.99,0.0002984784279204024
14,3.1161556409454345,30.266,2.6167406135559084,43.43,0.00029812228808249737
15,3.0729391137695314,31.574,2.561607447052002,44.34,0.00029772900084652673
16,3.0286375018310547,32.64,2.5853547073364256,43.77,0.00029729866829021504
17,2.989952547607422,33.474,2.51935758972168,45.75,0.0002968314021064019
18,2.9571536497497557,34.566,2.501201679992676,46.26,0.00029632732357405214
19,2.9079182777404786,35.932,2.438786402130127,47.79,0.0002957865635267776
20,2.8657630267333984,36.938,2.437018214416504,48.85,0.00029520926231887967
21,2.8337615570068357,37.744,2.42891575012207,48.14,0.00029459556978891975
22,2.8049244972229004,38.648,2.410223045349121,48.9,0.0002939456452208292
23,2.767788776245117,39.278,2.342812976837158,50.82,0.00029325965730256685
24,2.7402018536376955,40.406,2.306624222946167,51.58,0.00029253778408233616
25,2.7073035886383057,41.086,2.294264161682129,52.37,0.0002917802129223728
26,2.686316916427612,41.656,2.263982316017151,53.02,0.0002909871404503148
27,2.637034612045288,43.318,2.2515243452072142,53.75,0.00029015877250816746
28,2.6262536101531984,43.154,2.258729797744751,53.86,0.0002892953240988777
29,2.582537858581543,44.554,2.271176010513306,53.36,0.0002883970193305296
30,2.56360632232666,45.304,2.211814735031128,54.71,0.0002874640913581772
31,2.5325635361480714,46.01,2.171768258857727,55.94,0.00028649678232332913
32,2.501812246398926,46.812,2.145103128051758,57.43,0.00028549534329110076
33,2.485569890136719,47.138,2.1668071102142332,56.24,0.0002844600341850503
34,2.4525070120239256,48.318,2.165524908256531,56.42,0.00028339112371971543
35,2.4281227565002443,48.77,2.1555347805023195,56.28,0.0002822888893308687
36,2.4026871574401856,49.636,2.1285524471282957,57.92,0.0002811536171035087
37,2.379149542541504,50.328,2.116851160430908,57.93,0.00027998560169760717
38,2.3531109551239013,50.912,2.1086555912017824,57.93,0.0002787851462716295
39,2.3352688828277586,51.67,2.106589115524292,58.42,0.0002775525624038503
40,2.3186853279876707,52.332,2.100068390274048,58.73,0.0002762881700114829
41,2.284568239135742,53.268,2.089996091270447,58.96,0.00027499229726764523
42,2.2681932303619385,53.81,2.0832310123443603,59.83,0.00027366528051618214
43,2.24417818359375,54.416,2.071764609527588,59.73,0.0002723074641843674
44,2.2216478442382814,54.914,2.0641074920654296,59.74,0.0002709192006935077
45,2.2016443879699708,55.634,2.089608040428162,59.69,0.0002695008503674716
46,2.1803857759857177,56.506,2.0269787921905515,60.95,0.00026805278133916726
47,2.166747880630493,57.156,2.0549014892578126,60.22,0.00026657536945499407
48,2.147694642944336,57.3,2.0526437805175783,61.05,0.000265068998177291
49,2.124033531112671,58.102,2.04001333732605,61.12,0.0002635340584848096
50,2.113965587310791,58.612,2.050295237350464,61.05,0.00026197094877123485
51,2.083070004272461,59.266,2.057857141494751,60.28,0.0002603800747417823
52,2.0628354470062256,60.042,2.0193491413116456,62.16,0.00025876184930789754
53,2.0486137382507326,60.638,2.0498043411254883,60.75,0.00025711669248008445
54,2.0288276496124267,60.948,2.040148752403259,61.44,0.0002554450312588919
55,2.0219668542861937,61.376,2.043703147506714,61.56,0.0002537472995240855
56,2.00504436668396,62.044,2.0399152950286865,61.34,0.0002520239379220344
57,1.979797519493103,62.918,2.0388717189788816,61.81,0.00025027539375134094
58,1.973220375289917,62.93,2.027545391082764,61.9,0.0002485021208467447
59,1.9480755333709716,63.592,2.0301478816986083,62.38,0.00024670457946132966
60,1.9328702751922608,64.216,2.045164015197754,62.05,0.00024488323614706533
61,1.9285590116119384,64.444,2.0295223777770994,62.07,0.0002430385636337131
62,1.9149333708953857,65.062,2.0094374143600464,63.0,0.0002411710407061295
63,1.9010639797210693,65.44,2.0304936935424807,62.71,0.0002392811520799973
64,1.89199102394104,65.818,2.010633624267578,63.01,0.00023736938827601756
65,1.8734822102355957,66.15,2.038139944076538,61.96,0.0002354362454925951
66,1.8563491849517821,66.868,2.057235329055786,62.65,0.00023348222547705003
67,1.8429597972869873,67.382,2.0315052257537842,62.2,0.00023150783539538922
68,1.8354955831909179,67.404,2.028782884979248,62.82,0.00022951358770067145
69,1.8219737740325928,68.188,1.9912344429016113,63.38,0.0002275
70,1.8149811318588256,68.352,2.0227493650436403,62.91,0.00022546759492017787
71,1.7986274923706054,68.638,2.011639902496338,63.17,0.00022341689997205992
72,1.7861793239974975,69.108,2.015287149810791,63.33,0.0002213484474136373
73,1.7890466312408446,69.15,2.0273940227508547,63.28,0.00021926277411189
74,1.76154066116333,69.928,2.0193322273254393,63.44,0.00021716042140344284
75,1.75913336479187,69.984,1.99561706199646,63.99,0.00021504193495406172
76,1.748653944015503,70.486,2.004012735366821,63.98,0.00021290786461702584
77,1.7385660594940187,70.762,1.9949391431808472,63.59,0.00021075876429041336
78,1.7299767810821534,70.968,2.006107201576233,63.41,0.00020859519177333704
79,1.7065180696868896,71.768,2.026368586730957,63.21,0.00020641770862116766
80,1.7119640643310547,71.724,2.0171538665771482,63.32,0.00020422687999978198
81,1.6991017233276366,72.072,2.0270826414108276,62.98,0.00020202327453887402
82,1.6960423916625977,72.212,2.017899135398865,63.39,0.0001998074641843674
83,1.6738860070037842,72.956,2.001516290473938,63.83,0.0001975800240499665
84,1.6696493869018554,73.152,1.9963500789642334,64.49,0.00019534153226788566
85,1.6706742459869384,73.144,1.9970132392883302,63.87,0.00019309256983879514
86,1.664228295135498,73.134,2.0208228176116942,63.69,0.00019083372048102213
87,1.661208272895813,73.496,1.9885614780426026,64.21,0.00018856557047904673
88,1.6496436376953125,73.932,2.004978993988037,63.78,0.00018628870853133192
89,1.625749879989624,74.494,2.0058645362854004,64.21,0.00018400372559752647
90,1.6367661043548585,74.334,2.013410225868225,64.42,0.00018171121474508167
91,1.6162278326797486,74.862,2.004505451011658,63.99,0.0001794117709953206
92,1.6117816362380981,75.11,1.992465979385376,64.48,0.0001771059911690001
93,1.6107832207107544,74.984,2.0155852851867677,64.04,0.00017479447373140608
94,1.60244089553833,75.134,1.9896149810791015,64.44,0.00017247781863702184
95,1.5941329252243042,75.55,2.0105580883026124,64.45,0.00017015662717380977
96,1.582292889404297,75.83,1.9879580200195313,64.7,0.000167831501807147
97,1.5872536960601806,75.662,1.979182917022705,64.8,0.00016550304602345556
98,1.5748515282440185,76.23,2.01099387550354,64.18,0.00016317186417356738
99,1.564406799659729,76.658,1.979684153366089,64.98,0.0001608385613158652
100,1.564070682144165,76.556,1.9789650413513185,65.38,0.00015850374305923922
101,1.5510899765014647,77.072,1.9820570184707642,64.96,0.00015616801540590156
102,1.5470558825302123,77.134,1.981588914489746,65.14,0.00015383198459409847
103,1.5350662633514405,77.33,1.983260691833496,65.11,0.0001514962569407608
104,1.5413044486236571,77.308,1.990442054748535,64.99,0.0001491614386841348
105,1.5307209545135498,77.55,1.97712212638855,65.27,0.0001468281358264326
106,1.5175865881347657,78.166,1.9845294116973877,64.86,0.00014449695397654447
107,1.5215568053054809,77.906,1.9862614093780517,65.03,0.00014216849819285304
108,1.5063317150878905,78.41,1.9897956806182862,65.1,0.00013984337282619023
109,1.51770291557312,77.91,1.9841248828887939,65.36,0.00013752218136297813
110,1.505446995010376,78.366,1.9525732444763184,66.02,0.00013520552626859392
111,1.5045583857727052,78.412,1.9740973602294922,65.19,0.00013289400883099992
112,1.4910719635772705,78.896,1.970025207901001,65.27,0.0001305882290046794
113,1.4817091548156738,79.032,1.965366544342041,65.26,0.00012828878525491836
114,1.485716075553894,79.162,1.96566838722229,65.6,0.00012599627440247355
115,1.4755513328552246,79.434,1.9665710678100585,66.08,0.00012371129146866814
116,1.477881244506836,79.276,1.9650438545227051,65.65,0.0001214344295209533
117,1.468032879333496,79.612,1.9651358001708985,65.57,0.00011916627951897794
118,1.4634437952804566,80.006,1.9635224319458007,65.43,0.00011690743016120494
119,1.4641662488555909,79.936,1.9607270671844483,65.65,0.00011465846773211438
120,1.4557256100463867,79.928,1.960415864944458,65.57,0.00011241997595003357
121,1.4544433068084717,80.08,1.9771506938934327,65.26,0.00011019253581563264
122,1.4462956407928467,80.404,1.9733572311401366,65.5,0.00010797672546112602
123,1.447153631439209,80.148,1.9738692920684815,65.39,0.00010577312000021809
124,1.4421448006820679,80.474,1.9426211353302,66.25,0.00010358229137883237
125,1.437584169769287,80.692,1.9502229999542235,66.13,0.00010140480822666292
126,1.4326005183029176,80.762,1.9642132080078125,66.07,9.924123570958665e-05
127,1.4244238668823241,80.89,1.9587596069335937,65.61,9.709213538297414e-05
128,1.4272994550323486,80.798,1.9608537368774415,65.74,9.495806504593826e-05
129,1.4197028283691406,81.116,1.9510929641723633,66.03,9.283957859655718e-05
130,1.4162583610534667,81.284,1.9565488662719726,65.92,9.073722588811001e-05
131,1.4127143172454835,81.376,1.9427273757934571,66.0,8.865155258636267e-05
132,1.4080580395507813,81.552,1.9567514896392821,66.1,8.658310002794008e-05
133,1.4003876838684082,81.726,1.9531533180236818,66.15,8.453240507982207e-05
134,1.3891877248764037,82.07,1.967772462463379,65.56,8.25e-05
135,1.3854320337295531,82.078,1.9553041862487792,66.29,8.048641229932852e-05
136,1.387966932296753,82.09,1.94921902885437,66.0,7.849216460461071e-05
137,1.391642949447632,81.956,1.9613758819580078,65.83,7.651777452294994e-05
138,1.3889016882324219,82.024,1.9563115333557128,66.16,7.456375450740483e-05
139,1.3827324265289307,82.308,1.9484020935058595,66.23,7.26306117239824e-05
140,1.3836909302520752,82.226,1.9509196956634522,66.35,7.071884792000267e-05
141,1.3729994832611083,82.644,1.9678930797576903,65.97,6.882895929387048e-05
142,1.3765672282791137,82.364,1.950104127883911,66.38,6.696143636628687e-05
143,1.3652457681274415,82.844,1.9560598522186279,65.78,6.511676385293469e-05
144,1.3668677309417725,82.646,1.9463933422088624,66.43,6.32954205386703e-05
145,1.3641924197769164,82.81,1.9511783485412597,66.6,6.149787915325529e-05
146,1.3602140223693848,82.966,1.9567516868591308,66.01,5.972460624865905e-05
147,1.3573938692855836,83.122,1.9441036876678466,66.55,5.797606207796556e-05
148,1.3536958129119874,83.046,1.9573756580352784,65.99,5.625270047591443e-05
149,1.3658985397720338,82.808,1.9300485736846924,66.64,5.45549687411081e-05
150,1.3473983392715454,83.35,1.9566183811187745,66.28,5.2883307519915574e-05
151,1.3562521439361572,83.156,1.9467762279510499,66.12,5.123815069210246e-05
152,1.354954847793579,83.154,1.9586361587524415,66.3,4.961992525821762e-05
153,1.3467637172698974,83.378,1.941750132369995,66.67,4.8029051228765144e-05
154,1.3441736067962646,83.504,1.9596538948059081,66.1,4.646594151519033e-05
155,1.3403653504180908,83.446,1.9485201038360596,66.19,4.493100182270895e-05
156,1.3267246625900269,84.068,1.945809516143799,66.62,4.342463054500599e-05
157,1.337501231765747,83.72,1.9451091590881349,66.61,4.1947218660832743e-05
158,1.3384904194641114,83.62,1.9507383922576904,66.55,4.0499149632528495e-05
159,1.328471728744507,83.878,1.9356367233276368,66.76,3.908079930649237e-05
160,1.331896858215332,83.852,1.933800304031372,66.92,3.7692535815632644e-05
161,1.3283332641601562,83.896,1.94077769241333,66.63,3.633471948381793e-05
162,1.3240920789337158,84.086,1.9405336536407471,66.79,3.5007702732354795e-05
163,1.3226009941101073,84.122,1.9339243431091309,66.8,3.3711829988517134e-05
164,1.3155686361694336,84.262,1.9397834167480468,66.82,3.2447437596149796e-05
165,1.3186646350097657,84.192,1.9372477767944336,66.98,3.121485372837054e-05
166,1.3097594789123534,84.434,1.945322078704834,66.68,3.00143983023929e-05
167,1.3117217180633545,84.442,1.9484385471343995,66.54,2.8846382896491336e-05
168,1.3084790424728394,84.584,1.9441514919281007,66.6,2.7711110669131377e-05
169,1.308368751144409,84.488,1.9356832641601562,66.8,2.6608876280284628e-05
170,1.3050676997375488,84.568,1.9352224647521972,67.1,2.5539965814949725e-05
171,1.3040091191864014,84.786,1.9341149505615234,66.91,2.4504656708899237e-05
172,1.3002823052978516,84.756,1.935003526687622,66.79,2.3503217676670927e-05
173,1.2959695043182373,84.826,1.933249929046631,66.92,2.253590864182287e-05
174,1.2862142321777343,85.228,1.9279453620910645,67.37,2.1602980669470496e-05
175,1.2893227014923097,85.178,1.9368049102783202,67.03,2.070467590112244e-05
176,1.2891267104339599,85.278,1.9320702743530274,67.03,1.9841227491832692e-05
177,1.2892099084472657,85.084,1.9342780197143554,67.23,1.9012859549685382e-05
178,1.2861429782104492,85.082,1.9327278812408448,66.93,1.8219787077627265e-05
179,1.2828898323822022,85.208,1.9426766578674317,66.86,1.746221591766393e-05
180,1.2841403881073,85.156,1.9264042392730714,67.3,1.6740342697433252e-05
181,1.2866582763671874,85.194,1.9336232666015625,66.91,1.6054354779170905e-05
182,1.2872747512817382,85.104,1.923695412826538,67.32,1.5404430211080343e-05
183,1.2826288038253784,85.222,1.93820080909729,66.84,1.4790737681120455e-05
184,1.2783521058273315,85.536,1.9355936618804932,67.11,1.4213436473222465e-05
185,1.2790713299560548,85.426,1.9318081886291505,67.19,1.3672676425947978e-05
186,1.2711486212158203,85.56,1.9303725036621093,67.24,1.316859789359818e-05
187,1.2674639333343505,85.72,1.9355806648254394,67.08,1.2701331709785056e-05
188,1.2694127832794189,85.684,1.9256972579956055,67.11,1.2270999153473346e-05
189,1.2762622786331177,85.654,1.928218034172058,67.02,1.187771191750264e-05
190,1.2735519173431396,85.63,1.9278471786499023,67.18,1.1521572079597605e-05
191,1.2693567217254638,85.726,1.9259559600830078,67.53,1.1202672075873507e-05
192,1.2665048473739624,85.93,1.9214322250366211,67.27,1.0921094676844617e-05
193,1.2734495785522462,85.662,1.9227531539916993,67.4,1.0676912965940949e-05
194,1.2742559447097779,85.51,1.9219426147460938,67.31,1.047019032053956e-05
195,1.2621599964141845,86.042,1.932407636642456,67.25,1.030098039551488e-05
196,1.2561861432647705,86.094,1.9305427307128906,67.2,1.0169327109312654e-05
197,1.2653133557128906,85.714,1.9322436321258545,67.2,1.0075264632550842e-05
198,1.268852470855713,85.85,1.9305294895172118,67.26,1.0018817379150673e-05
199,1.2571265872192383,86.152,1.922566015625,67.34,1e-05
